filename,duration_sec,voiced_segment_sec,pitch_mean_hz,pitch_median_hz,pitch_std_hz,pitch_min_hz,pitch_max_hz,jitter_local,shimmer_local,shimmer_local_db,hnr_db,rms,fraction_unvoiced_frames,relative_dbfs_raw,relative_dbfs_cleaned,intensity_raw,intensity_cleaned,intensity_voiced,notes,important_note,pipeline
spk10f_hs_a_h.wav,0.597,0.597,461.0605294006746,462.66324762238224,4.811529850491439,454.71496995311946,470.7504587380504,,,,12.720793724060059,0.4489835798740387,0,-6.95538795,-9.950573921,0.3833881616592407,0.272185743,0.272185743,,,
spk10f_hs_a_l.wav,1.265,1.18,214.4762375,214.59688986528874,2.607384726043185,209.69549012685292,219.61285439184383,,,,10.287464141845703,0.37456604838371277,0.067193676,-8.529431123,-13.67765225,0.28929567337036133,0.1574474275112152,0.1605304330587387,,,
spk10f_hs_a_lhl.wav,2.382125,1.63,381.93018720535315,409.8120770263187,114.15447884873832,250.81596248655285,498.74273768567264,1.8206613922235535,9.730762570032931,0.8671781186700139,-59.99999619,0.30028995871543884,0.3157369995277326,-10.4491838,-20.3032063,0.22877834737300873,0.072992846,0.084310941,,,
spk10f_hs_a_n.wav,1.6800625,1.5800625,252.54187234478437,252.26892457611436,3.4717214858442165,246.50709437573707,261.16516898883725,,,,11.168517112731934,0.3824804723262787,0.059521595178750886,-8.34781466,-15.38258599,0.30320459604263306,0.13308553397655487,0.1344873607158661,,,
spk10f_hs_iau.wav,50.093625,3.4,331.7549268620789,261.16516898883725,106.7548161011942,242.2722500400126,498.74273768567264,2.351629908,3.2347334088946953,0.5810283431418651,5.878598690032959,0.16817378997802734,0.9321270920201922,-15.48483069,-24.35668993,0.083863541,0.026603412,0.054025576,,,
spk10f_hs_i_h.wav,1.519875,0.789875,255.8950365510214,256.67850770478066,2.6375315051856765,250.81596248655285,261.16516898883725,3.0753558845280007,2.726539034616478,0.2372227364715294,17.803855895996094,0.4388411045074463,0.4803026564684596,-7.153831596,-15.61077325,0.37245726585388184,0.13400916755199432,0.1354590207338333,,,
spk10f_hs_i_l.wav,1.4300625,1.34,215.7920394294328,214.59688986528874,3.3980844525027556,210.91024374335242,227.35748497655973,1.7627336512498704,4.342941785570475,0.37665051,16.443374633789062,0.42138731479644775,0.062978017,-7.506360403,-14.45543576,0.3402026295661926,0.15218181908130646,0.15508612990379333,,,
spk10f_hs_i_lhl.wav,2.2814375,1.73,388.04431920741064,444.3292656859693,112.93594823468608,252.26892457611436,498.74273768567264,1.5040268971762645,3.7292492793927545,0.33010600143277713,-0.172506094,0.3196758031845093,0.2417061611374408,-9.90580389,-17.29382505,0.24203401803970337,0.098727696,0.11803321540355682,,,
spk10f_hs_i_n.wav,1.519875,0.789875,255.8950365510214,256.67850770478066,2.6375315051856765,250.81596248655285,261.16516898883725,3.0753558845280007,2.726539034616478,0.2372227364715294,17.803855895996094,0.4388411045074463,0.4803026564684596,-7.153831596,-15.61077325,0.37245726585388184,0.13400916755199432,0.1354590207338333,,,
spk10f_hs_u_h.wav,0.5185,0.5185,466.3522816178576,468.0391356080241,2.439155858245927,459.9985034008802,470.7504587380504,0.2369328689355255,0.7817772125239526,0.067363748,19.076396942138672,0.4995242655277252,0,-6.028861465,-11.00031949,0.44696611166000366,0.2478211224079132,0.2478211224079132,,,
spk10f_hs_u_l.wav,1.2950625,1.2950625,216.42420629948214,217.09038561605672,2.3886434075110716,212.13203435596427,220.88505871507886,3.9598789010618285,1.9772927806732472,0.17118022810590272,17.07995605,0.42951518297195435,0,-7.340418142,-13.05698389,0.34360337257385254,0.17748302221298218,0.17748302221298218,,,
spk10f_hs_u_lhl.wav,1.1495,0.7195,487.20073543158395,498.74273768567264,34.47359060068845,346.60580906168195,498.74273768567264,0.7111227181857926,1.7530562819792028,0.16674333857294105,11.312006950378418,0.36057302355766296,0.37407568508046973,-8.860135367,-16.46852609,0.2798979878425598,0.11423823237419128,0.15554893016815186,,,
spk10f_hs_u_n.wav,1.5850625,1.49,259.1939736527046,259.6609683018429,2.8540171963646563,250.81596248655285,267.2696154421018,1.276556159523968,1.4914696297124284,0.1306901347006281,19.092252731323242,0.5067484378814697,0.059973976,-5.904144476,-12.76279697,0.44088834524154663,0.19505850970745087,0.20023344457149506,,,
spk10m_hs_a_h.wav,1.408125,1.408125,156.99352374323226,157.09411842309402,0.9839528186783791,155.28973857620664,159.84007524427264,,,,10.8906889,0.40231722593307495,0,-7.908627439,-13.46249136,0.34153231978416443,0.17571063339710236,0.17571063339710236,,,
spk10m_hs_a_l.wav,1.8923125,1.8923125,117.25103523006219,117.00978390200602,1.4183640186739643,114.33727674418215,120.43843227950647,,,,6.853781700134277,0.33047690987586975,0,-9.617172095,-16.98932442,0.2580614686012268,0.10719285160303116,0.10719285160303116,,,
spk10m_hs_a_lhl.wav,1.406875,1.406875,149.73092936370725,144.05594175765063,11.022280686476556,132.86512786535408,167.3995713945335,,,,-6.628984451,0.28825613856315613,0,-10.80442691,-18.11461255,0.2358243614435196,0.10089964419603348,0.10089964419603348,,,
spk10m_hs_a_n.wav,0.849375,0.849375,136.81686102468484,136.7583732837325,0.7484354209012909,135.18756939162452,137.55060648070068,,,,11.002634048461914,0.3484044075012207,0,-9.158324962,-12.13168381,0.2787203788757324,0.19534528255462646,0.19534528255462646,,,
spk10m_hs_iau.wav,39.078,2.6,117.84126596019819,118.36937210079624,1.8561451510260725,110.44252935753943,132.09988103942226,1.9696485128059056,2.9613636461630852,0.5111441736245855,14.050701141357422,0.15627960860729218,0.9334664005322688,-16.12195039,-26.09956165,0.091399111,0.024653539061546326,0.013360110111534595,,,
spk10m_hs_i_h.wav,1.7050625,0.7550625,159.8812360245084,159.84007524427264,1.1618642764207558,158.00415539322537,161.69732745642827,,,,13.23647689819336,0.3939628005027771,0.5571643268208644,-8.090891081,-16.52630014,0.3262311518192291,0.11947701126337051,0.14704959094524384,,,
spk10m_hs_i_l.wav,1.79425,1.52425,120.34503670325701,120.43843227950647,1.3172471410647912,117.00978390200602,122.5436589930825,0.7406146364820985,4.472173307780101,0.390243894,8.887845993041992,0.3592582643032074,0.15048070224327703,-8.891841596,-18.3747835,0.303536981,0.096488863,0.10077247768640518,,,
spk10m_hs_i_lhl.wav,1.359375,1.359375,150.64516080088313,141.5811469,16.660358312534054,131.33904171088278,180.4537554123175,0.5143292772815489,1.7751928760550797,0.15423182827380494,-1.531181812,0.337452233,0,-9.435741604,-16.83031238,0.2791294753551483,0.11975235491991043,0.11975235491991043,,,
spk10m_hs_i_n.wav,1.5375625,1.5375625,140.82827089526847,140.76569950067147,1.0704552335476554,135.97070301421655,142.4013181425779,0.7344599219198763,2.4729524417977915,0.21693187049918186,12.809612274169922,0.3403928875923157,0,-9.360389698,-17.42936415,0.26404818892478943,0.10463495552539825,0.10463495552539825,,,
spk10m_hs_u_h.wav,1.739625,1.739625,160.3457589348026,160.76601938044396,1.0191241033016853,158.00415539322537,162.63403054521277,2.554100676269005,1.4315159160021718,0.12368846397645361,14.687837600708008,0.4442080557346344,0,-7.048269647,-15.72857566,0.3832620680332184,0.13547064363956451,0.13547064363956451,,,
spk10m_hs_u_l.wav,1.96775,1.33,117.75128609549347,117.68761468451261,1.3214107446962997,114.99962585022006,119.7447579534975,0.9599903035103186,1.8800643631720362,0.17184055443212792,12.565275192260742,0.35462746024131775,0.3241011307330708,-9.004533786,-18.46343053,0.28866201639175415,0.09122213,0.094790936,,,
spk10m_hs_u_lhl.wav,1.12175,1.12175,154.6647437129416,144.05594175765063,13.558656923808273,141.5811469,177.3536679040722,1.042083298103766,1.6234288164353932,0.13312641711134826,-5.618616104,0.4042064845561981,0,-7.86793383,-14.25894588,0.3404422700405121,0.1639845371246338,0.1639845371246338,,,
spk10m_hs_u_n.wav,1.976375,0.886375,138.99000357323783,139.14886754119644,1.2317930390618401,137.55060648070068,141.5811469,,,,11.976242065429688,0.3312593102455139,0.5515147681993549,-9.596638135,-19.23921809,0.27309954166412354,0.084013283,0.10269521921873093,,,
spk11f_hs_a_h.wav,0.618875,0.54,350.12239440358314,348.6136760873519,3.128078558299117,344.6095064991105,356.76213450081633,,,,11.95508861541748,0.3084961473941803,0.12744900020197925,-10.21500343,-13.56202475,0.2235848307609558,0.14779137074947357,0.1583137810230255,,,
spk11f_hs_a_l.wav,0.8800625,0.73,239.31246150743675,243.67571890687063,9.619698302175122,210.91024374335242,249.37136884283632,,,,1.7890324592590332,0.3257907032966614,0.1705134578510049,-9.741223872,-17.20070793,0.25646328926086426,0.10862927883863449,0.11635524779558182,,,
spk11f_hs_a_lhl.wav,1.0301875,0.73,349.31266153264437,342.6247017932315,64.19192363091429,261.16516898883725,439.22570878368754,,,,-59.99999619,0.2152644395828247,0.29139113025541474,-13.34055234,-20.1100959,0.15273267030715942,0.064383246,0.083255678,,,
spk11f_hs_a_n.wav,0.674625,0.52,253.7474300992061,253.73030358943456,2.953720071981917,249.37136884283632,259.6609683018429,,,,12.121030807495117,0.3333856463432312,0.229201408,-9.54106127,-13.20093581,0.2565979063510895,0.1623995006084442,0.17915205657482147,,,
spk11f_hs_iau.wav,55.665,1.54,254.70444523164537,253.73030358943456,3.9709912502884777,250.81596248655285,288.11188351530126,3.5642236561266567,1.936243404091417,0.41411524009102624,15.643924713134766,0.11969493329524994,0.972334501,-18.43847601,-27.48582874,0.054665841,0.017449889332056046,0.010899816639721394,,,
